X,Y,TIMESTAMP,Rain_in_Tot
3545415,10218330,"2015-04-20 11:00:00",0.0
3545415,10218330,"2015-04-20 12:00:00",0.0
3545415,10218330,"2015-04-20 13:00:00",0.0
3545415,10218330,"2015-04-20 14:00:00",0.0
3545415,10218330,"2015-04-20 15:00:00",0.0
3545415,10218330,"2015-04-20 16:00:00",0.0
3545415,10218330,"2015-04-20 17:00:00",0.0
3545415,10218330,"2015-04-20 18:00:00",0.0
3545415,10218330,"2015-04-20 19:00:00",0.0
3545415,10218330,"2015-04-20 20:00:00",0.0
3545415,10218330,"2015-04-20 21:00:00",0.0
3545415,10218330,"2015-04-20 22:00:00",0.0
3545415,10218330,"2015-04-20 23:00:00",0.0
3545415,10218330,"2015-04-20 24:00:00",0.0
3545415,10218330,"2015-04-21 1:00:00",0.0
3545415,10218330,"2015-04-21 2:00:00",0.0
3545415,10218330,"2015-04-21 3:00:00",0.0
3545415,10218330,"2015-04-21 4:00:00",0.0
3545415,10218330,"2015-04-21 5:00:00",0.0
3545415,10218330,"2015-04-21 6:00:00",0.0
3545415,10218330,"2015-04-21 7:00:00",0.0
3545415,10218330,"2015-04-21 8:00:00",0.0
3545415,10218330,"2015-04-21 9:00:00",0.0
3545415,10218330,"2015-04-21 10:00:00",0.0
3545415,10218330,"2015-04-21 11:00:00",0.0
3545415,10218330,"2015-04-21 12:00:00",0.0
3545415,10218330,"2015-04-21 13:00:00",0.0
3545415,10218330,"2015-04-21 14:00:00",0.0
3545415,10218330,"2015-04-21 15:00:00",0.0
3545415,10218330,"2015-04-21 16:00:00",0.0
3545415,10218330,"2015-04-21 17:00:00",0.0
3545415,10218330,"2015-04-21 18:00:00",0.0
3545415,10218330,"2015-04-21 19:00:00",0.0
3545415,10218330,"2015-04-21 20:00:00",0.0
3545415,10218330,"2015-04-21 21:00:00",0.0
3545415,10218330,"2015-04-21 22:00:00",0.0
3545415,10218330,"2015-04-21 23:00:00",0.0
3545415,10218330,"2015-04-21 24:00:00",0.0
3545415,10218330,"2015-04-22 1:00:00",0.0
3545415,10218330,"2015-04-22 2:00:00",0.0
3545415,10218330,"2015-04-22 3:00:00",0.0
3545415,10218330,"2015-04-22 4:00:00",0.0
3545415,10218330,"2015-04-22 5:00:00",0.0
3545415,10218330,"2015-04-22 6:00:00",0.0
3545415,10218330,"2015-04-22 7:00:00",0.0
3545415,10218330,"2015-04-22 8:00:00",0.0
3545415,10218330,"2015-04-22 9:00:00",0.0
3545415,10218330,"2015-04-22 10:00:00",0.0
3545415,10218330,"2015-04-22 11:00:00",0.0
3545415,10218330,"2015-04-22 12:00:00",0.0
3545415,10218330,"2015-04-22 13:00:00",0.0
3545415,10218330,"2015-04-22 14:00:00",0.0
3545415,10218330,"2015-04-22 15:00:00",0.0
3545415,10218330,"2015-04-22 16:00:00",0.0
3545415,10218330,"2015-04-22 17:00:00",0.0
3545415,10218330,"2015-04-22 18:00:00",0.0
3545415,10218330,"2015-04-22 19:00:00",0.0
3545415,10218330,"2015-04-22 20:00:00",0.0
3545415,10218330,"2015-04-22 21:00:00",0.0
3545415,10218330,"2015-04-22 22:00:00",0.0
3545415,10218330,"2015-04-22 23:00:00",0.0
3545415,10218330,"2015-04-22 24:00:00",0.0
3545415,10218330,"2015-04-23 1:00:00",0.0
3545415,10218330,"2015-04-23 2:00:00",0.0
3545415,10218330,"2015-04-23 3:00:00",0.0
3545415,10218330,"2015-04-23 4:00:00",0.0
3545415,10218330,"2015-04-23 5:00:00",0.0
3545415,10218330,"2015-04-23 6:00:00",0.0
3545415,10218330,"2015-04-23 7:00:00",0.0
3545415,10218330,"2015-04-23 8:00:00",0.0
3545415,10218330,"2015-04-23 9:00:00",0.0
3545415,10218330,"2015-04-23 10:00:00",0.0
3545415,10218330,"2015-04-23 11:00:00",0.0
3545415,10218330,"2015-04-23 12:00:00",0.0
3545415,10218330,"2015-04-23 13:00:00",0.0
3545415,10218330,"2015-04-23 14:00:00",0.0
3545415,10218330,"2015-04-23 15:00:00",0.0
3545415,10218330,"2015-04-23 16:00:00",0.0
3545415,10218330,"2015-04-23 17:00:00",0.0
3545415,10218330,"2015-04-23 18:00:00",0.0
3545415,10218330,"2015-04-23 19:00:00",0.0
3545415,10218330,"2015-04-23 20:00:00",0.0
3545415,10218330,"2015-04-23 21:00:00",0.0
3545415,10218330,"2015-04-23 22:00:00",0.0
3545415,10218330,"2015-04-23 23:00:00",0.0
3545415,10218330,"2015-04-23 24:00:00",0.01
3545415,10218330,"2015-04-24 1:00:00",0.0
3545415,10218330,"2015-04-24 2:00:00",0.0
3545415,10218330,"2015-04-24 3:00:00",0.0
3545415,10218330,"2015-04-24 4:00:00",0.0
3545415,10218330,"2015-04-24 5:00:00",0.0
3545415,10218330,"2015-04-24 6:00:00",0.0
3545415,10218330,"2015-04-24 7:00:00",0.0
3545415,10218330,"2015-04-24 8:00:00",0.0
3545415,10218330,"2015-04-24 9:00:00",0.0
3545415,10218330,"2015-04-24 10:00:00",0.0
3545415,10218330,"2015-04-24 11:00:00",0.0
3545415,10218330,"2015-04-24 12:00:00",0.0
3545415,10218330,"2015-04-24 13:00:00",0.0
3545415,10218330,"2015-04-24 14:00:00",0.0
3545415,10218330,"2015-04-24 15:00:00",0.0
3545415,10218330,"2015-04-24 16:00:00",0.0
3545415,10218330,"2015-04-24 17:00:00",0.0
3545415,10218330,"2015-04-24 18:00:00",0.0
3545415,10218330,"2015-04-24 19:00:00",0.0
3545415,10218330,"2015-04-24 20:00:00",0.0
3545415,10218330,"2015-04-24 21:00:00",0.0
3545415,10218330,"2015-04-24 22:00:00",0.0
3545415,10218330,"2015-04-24 23:00:00",0.0
3545415,10218330,"2015-04-24 24:00:00",0.0
3545415,10218330,"2015-04-25 1:00:00",0.0
3545415,10218330,"2015-04-25 2:00:00",0.0
3545415,10218330,"2015-04-25 3:00:00",0.0
3545415,10218330,"2015-04-25 4:00:00",0.0
3545415,10218330,"2015-04-25 5:00:00",0.0
3545415,10218330,"2015-04-25 6:00:00",0.0
3545415,10218330,"2015-04-25 7:00:00",0.0
3545415,10218330,"2015-04-25 8:00:00",0.0
3545415,10218330,"2015-04-25 9:00:00",0.0
3545415,10218330,"2015-04-25 10:00:00",0.0
3545415,10218330,"2015-04-25 11:00:00",0.0
3545415,10218330,"2015-04-25 12:00:00",0.0
3545415,10218330,"2015-04-25 13:00:00",0.0
3545415,10218330,"2015-04-25 14:00:00",0.0
3545415,10218330,"2015-04-25 15:00:00",0.0
3545415,10218330,"2015-04-25 16:00:00",0.0
3545415,10218330,"2015-04-25 17:00:00",0.0
3545415,10218330,"2015-04-25 18:00:00",0.0
3545415,10218330,"2015-04-25 19:00:00",0.0
3545415,10218330,"2015-04-25 20:00:00",0.0
3545415,10218330,"2015-04-25 21:00:00",0.0
3545415,10218330,"2015-04-25 22:00:00",0.0
3545415,10218330,"2015-04-25 23:00:00",0.0
3545415,10218330,"2015-04-25 24:00:00",0.0
3545415,10218330,"2015-04-26 1:00:00",0.0
3545415,10218330,"2015-04-26 2:00:00",0.0
3545415,10218330,"2015-04-26 3:00:00",0.0
3545415,10218330,"2015-04-26 4:00:00",0.0
3545415,10218330,"2015-04-26 5:00:00",0.0
3545415,10218330,"2015-04-26 6:00:00",0.0
3545415,10218330,"2015-04-26 7:00:00",0.0
3545415,10218330,"2015-04-26 8:00:00",0.0
3545415,10218330,"2015-04-26 9:00:00",0.0
3545415,10218330,"2015-04-26 10:00:00",0.0
3545415,10218330,"2015-04-26 11:00:00",0.0
3545415,10218330,"2015-04-26 12:00:00",0.0
3545415,10218330,"2015-04-26 13:00:00",0.0
3545415,10218330,"2015-04-26 14:00:00",0.0
3545415,10218330,"2015-04-26 15:00:00",0.0
3545415,10218330,"2015-04-26 16:00:00",0.0
3545415,10218330,"2015-04-26 17:00:00",0.0
3545415,10218330,"2015-04-26 18:00:00",0.0
3545415,10218330,"2015-04-26 19:00:00",0.0
3545415,10218330,"2015-04-26 20:00:00",0.0
3545415,10218330,"2015-04-26 21:00:00",0.0
3545415,10218330,"2015-04-26 22:00:00",0.0
3545415,10218330,"2015-04-26 23:00:00",0.0
3545415,10218330,"2015-04-26 24:00:00",0.0
3545415,10218330,"2015-04-27 1:00:00",0.0
3545415,10218330,"2015-04-27 2:00:00",0.0
3545415,10218330,"2015-04-27 3:00:00",0.0
3545415,10218330,"2015-04-27 4:00:00",0.0
3545415,10218330,"2015-04-27 5:00:00",0.0
3545415,10218330,"2015-04-27 6:00:00",0.0
3545415,10218330,"2015-04-27 7:00:00",0.0
3545415,10218330,"2015-04-27 8:00:00",0.0
3545415,10218330,"2015-04-27 9:00:00",0.0
3545415,10218330,"2015-04-27 10:00:00",0.0
3545415,10218330,"2015-04-27 11:00:00",0.0
3545415,10218330,"2015-04-27 12:00:00",0.0
3545415,10218330,"2015-04-27 13:00:00",0.0
3545415,10218330,"2015-04-27 14:00:00",0.0
3545415,10218330,"2015-04-27 15:00:00",0.0
3545415,10218330,"2015-04-27 16:00:00",0.0
3545415,10218330,"2015-04-27 17:00:00",0.0
3545415,10218330,"2015-04-27 18:00:00",0.0
3545415,10218330,"2015-04-27 19:00:00",0.0
3545415,10218330,"2015-04-27 20:00:00",0.0
3545415,10218330,"2015-04-27 21:00:00",0.0
3545415,10218330,"2015-04-27 22:00:00",0.0
3545415,10218330,"2015-04-27 23:00:00",0.0
3545415,10218330,"2015-04-27 24:00:00",0.0
3545415,10218330,"2015-04-28 1:00:00",0.0
3545415,10218330,"2015-04-28 2:00:00",0.0
3545415,10218330,"2015-04-28 3:00:00",0.0
3545415,10218330,"2015-04-28 4:00:00",0.0
3545415,10218330,"2015-04-28 5:00:00",0.0
3545415,10218330,"2015-04-28 6:00:00",0.0
3545415,10218330,"2015-04-28 7:00:00",0.0
3545415,10218330,"2015-04-28 8:00:00",0.0
3545415,10218330,"2015-04-28 9:00:00",0.0
3545415,10218330,"2015-04-28 10:00:00",0.0
3545415,10218330,"2015-04-28 11:00:00",0.0
3545415,10218330,"2015-04-28 12:00:00",0.0
3545415,10218330,"2015-04-28 13:00:00",0.0
3545415,10218330,"2015-04-28 14:00:00",0.0
3545415,10218330,"2015-04-28 15:00:00",0.0
3545415,10218330,"2015-04-28 16:00:00",0.0
3545415,10218330,"2015-04-28 17:00:00",0.0
3545415,10218330,"2015-04-28 18:00:00",0.0
3545415,10218330,"2015-04-28 19:00:00",0.0
3545415,10218330,"2015-04-28 20:00:00",0.0
3545415,10218330,"2015-04-28 21:00:00",0.0
3545415,10218330,"2015-04-28 22:00:00",0.0
3545415,10218330,"2015-04-28 23:00:00",0.0
3545415,10218330,"2015-04-28 24:00:00",0.0
3545415,10218330,"2015-04-29 1:00:00",0.0
3545415,10218330,"2015-04-29 2:00:00",0.0
3545415,10218330,"2015-04-29 3:00:00",0.0
3545415,10218330,"2015-04-29 4:00:00",0.0
3545415,10218330,"2015-04-29 5:00:00",0.0
3545415,10218330,"2015-04-29 6:00:00",0.0
3545415,10218330,"2015-04-29 7:00:00",0.0
3545415,10218330,"2015-04-29 8:00:00",0.0
3545415,10218330,"2015-04-29 9:00:00",0.0
3545415,10218330,"2015-04-29 10:00:00",0.0
3545415,10218330,"2015-04-29 11:00:00",0.0
3545415,10218330,"2015-04-29 12:00:00",0.0
3545415,10218330,"2015-04-29 13:00:00",0.0
3545415,10218330,"2015-04-29 14:00:00",0.0
3545415,10218330,"2015-04-29 15:00:00",0.0
3545415,10218330,"2015-04-29 16:00:00",0.0
3545415,10218330,"2015-04-29 17:00:00",0.0
3545415,10218330,"2015-04-29 18:00:00",0.0
3545415,10218330,"2015-04-29 19:00:00",0.0
3545415,10218330,"2015-04-29 20:00:00",0.0
3545415,10218330,"2015-04-29 21:00:00",0.0
3545415,10218330,"2015-04-29 22:00:00",0.0
3545415,10218330,"2015-04-29 23:00:00",0.0
3545415,10218330,"2015-04-29 24:00:00",0.0
3545415,10218330,"2015-04-30 1:00:00",0.0
3545415,10218330,"2015-04-30 2:00:00",0.0
3545415,10218330,"2015-04-30 3:00:00",0.0
3545415,10218330,"2015-04-30 4:00:00",0.0
3545415,10218330,"2015-04-30 5:00:00",0.0
3545415,10218330,"2015-04-30 6:00:00",0.0
3545415,10218330,"2015-04-30 7:00:00",0.0
3545415,10218330,"2015-04-30 8:00:00",0.0
3545415,10218330,"2015-04-30 9:00:00",0.0
3545415,10218330,"2015-04-30 10:00:00",0.0
3545415,10218330,"2015-04-30 11:00:00",0.0
3545415,10218330,"2015-04-30 12:00:00",0.0
3545415,10218330,"2015-04-30 13:00:00",0.0
3545415,10218330,"2015-04-30 14:00:00",0.0
3545415,10218330,"2015-04-30 15:00:00",0.0
3545415,10218330,"2015-04-30 16:00:00",0.0
3545415,10218330,"2015-04-30 17:00:00",0.0
3545415,10218330,"2015-04-30 18:00:00",0.0
3545415,10218330,"2015-04-30 19:00:00",0.0
3545415,10218330,"2015-04-30 20:00:00",0.0
3545415,10218330,"2015-04-30 21:00:00",0.0
3545415,10218330,"2015-04-30 22:00:00",0.0
3545415,10218330,"2015-04-30 23:00:00",0.0
3545415,10218330,"2015-04-30 24:00:00",0.0
3545415,10218330,"2015-05-01 1:00:00",0.0
3545415,10218330,"2015-05-01 2:00:00",0.0
3545415,10218330,"2015-05-01 3:00:00",0.0
3545415,10218330,"2015-05-01 4:00:00",0.0
3545415,10218330,"2015-05-01 5:00:00",0.0
3545415,10218330,"2015-05-01 6:00:00",0.0
3545415,10218330,"2015-05-01 7:00:00",0.0
3545415,10218330,"2015-05-01 8:00:00",0.0
3545415,10218330,"2015-05-01 9:00:00",0.0
3545415,10218330,"2015-05-01 10:00:00",0.0
3545415,10218330,"2015-05-01 11:00:00",0.0
3545415,10218330,"2015-05-01 12:00:00",0.0
3545415,10218330,"2015-05-01 13:00:00",0.0
3545415,10218330,"2015-05-01 14:00:00",0.0
3545415,10218330,"2015-05-01 15:00:00",0.0
